id,ident,type,name,latitude,longitude,elevation_ft,iso_region,city,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
26853,WIPL,medium_airport,Fatmawati Soekarno Airport,-3.8637,102.338997,50,ID-BE,Bengkulu-Sumatra Island,1,WIGG,BKS,,,http://en.wikipedia.org/wiki/Padangkemiling_Airport,"BKS, WIGG, WIPL, BENGKULU",800,2016-05-20T09:49:15+00:00
26783,WAPL,medium_airport,Dumatumbun Airport,-5.66162014,132.7310028,10,ID-MA,Langgur-Seram Island,1,WAPL,LUV,,,http://en.wikipedia.org/wiki/Dumatubin_Airport,,800,2008-10-11T13:53:24+00:00
26822,WIBD,medium_airport,Pinang Kampai Airport,1.60919,101.433998,55,ID-RI,Dumai-Sumatra Island,1,WIBD,DUM,,,https://en.wikipedia.org/wiki/Pinang_Kampai_Airport,,550,2016-09-29T16:30:24+00:00
26768,WAMH,medium_airport,Naha Airport,3.683209896,125.5279999,16,ID-SA,Tahuna-Sangihe Island,1,WAMH,NAH,,,,,550,2008-08-22T18:33:43+00:00
26856,WIPQ,medium_airport,Pendopo Airport,-3.286070108,103.8799973,184,ID-SS,Talang Gudang-Sumatra Island,1,WIPQ,PDO,,,,,550,2008-08-22T18:35:25+00:00
26750,WADB,small_airport,Muhammad Salahuddin Airport,-8.539649963,118.6869965,3,ID-NB,Bima-Sumbawa Island,1,WADB,BMU,,,http://en.wikipedia.org/wiki/Bima_Airport,"WRRB, PBW, Palibelo Airport",450,2015-12-31T17:06:35+00:00
35277,WALJ,small_airport,Datadawai Airport,0.8106,114.5306,508,ID-KI,Datadawai-Borneo Island,1,WALJ,DTD,,,http://en.wikipedia.org/wiki/Datadawai_Airport,,450,2016-01-14T15:46:08+00:00
26796,WATC,small_airport,Maumere(Wai Oti) Airport,-8.640649796,122.2369995,115,ID-NT,Maumere-Flores Island,1,WATC,MOF,,,http://en.wikipedia.org/wiki/Wai_Oti_Airport,WRKC,450,2012-08-31T00:40:21+00:00
26777,WAOI,small_airport,Iskandar Airport,-2.705199957,111.6729965,75,ID-KT,Pangkalanbun-Borneo Island,1,WAOI,PKN,,,http://en.wikipedia.org/wiki/Iskandar_Airport,WRBI,450,2013-12-20T20:34:34+00:00
26763,WALS,medium_airport,Temindung Airport,-0.484530985,117.1569977,33,ID-KI,Samarinda,1,WALS,SRI,,,http://en.wikipedia.org/wiki/Temindung_Airport,WRLS,450,2014-08-19T11:49:09+00:00
26781,WAOS,small_airport,Sampit(Hasan) Airport,-2.499190092,112.9749985,50,ID-KT,Sampit-Borneo Island,1,WAOS,SMQ,,,http://en.wikipedia.org/wiki/Sampit_Airport,WRBS,450,2016-01-13T00:18:29+00:00
26752,WADS,small_airport,Sumbawa Besar Airport,-8.489040375,117.4120026,16,ID-NB,Sumbawa Island,1,WADS,SWQ,,,,WRRS,450,2008-08-22T18:33:10+00:00
26778,WAON,medium_airport,Warukin Airport,-2.216559887,115.435997,197,ID-KS,Tanta-Tabalong-Borneo Island,1,WAON,TJG,,,http://id.wikipedia.org/wiki/Bandar_Udara_Warukin,WRBN,450,2010-07-17T10:54:03+00:00
26754,WADW,small_airport,Umbu Mehang Kunda Airport,-9.66922,120.302002,33,ID-NT,Waingapu-Sumba Island,1,WATU,WGP,,,http://en.wikipedia.org/wiki/Mau_Hau_Airport,"WRRW, WADW, WATU, Mau Hau Airport, Waingapu Airport",450,2018-03-20T13:00:18+00:00
26799,WATM,small_airport,Mali Airport,-8.132340431,124.5970001,10,ID-NT,Alor Island,1,WATM,ARD,,,,,350,2008-08-22T18:34:42+00:00
31730,WAOK,small_airport,Gusti Syamsir Alam Airport,-3.29472,116.165001,4,ID-KS,Stagen - Laut Island,1,WAOK,KBU,,,https://en.wikipedia.org/wiki/Gusti_Syamsir_Alam_Airport,"WRBK, Stagen Airport",350,2018-05-11T03:31:36+00:00
26830,WIDN,small_airport,Raja Haji Fisabilillah International Airport,0.922683001,104.5319977,52,ID-RI,Tanjung Pinang-Bintan Island,1,WIDN,TNJ,,,http://en.wikipedia.org/wiki/Raja_Haji_Fisabilillah_Airport,WIKN,350,2014-12-01T04:31:31+00:00
26753,WADT,small_airport,Tambolaka Airport,-9.40972,119.244003,161,ID-NT,Waikabubak-Sumba Island,1,WATK,TMC,,,https://en.wikipedia.org/wiki/Tambolaka_Airport,"WRRT, WADT",350,2018-03-08T23:53:27+00:00
26774,WAMW,medium_airport,Syukuran Aminuddin Amir Airport,-1.03892,122.772003,56,ID-ST,Luwok - Celebes Island,0,WAMW,LUW,,,https://en.wikipedia.org/wiki/Syukuran_Aminuddin_Amir_Airport,Bubung Airport,250,2018-05-05T15:19:15+00:00
26843,WIOG,medium_airport,Nanga Pinoh Airport,-0.348868996,111.7480011,123,ID-KB,Nanga Pinoh-Borneo Island,1,WIOG,NPO,,,https://en.wikipedia.org/wiki/Nanga_Pinoh_Airport,,250,2015-12-19T19:50:14+00:00
26771,WAMP,medium_airport,Kasiguncu Airport,-1.416749954,120.6579971,174,ID-ST,Poso-Celebes Island,0,WAMP,PSJ,,,http://en.wikipedia.org/wiki/Kasiguncu_Airport,,250,2012-08-31T00:05:40+00:00
26857,WIPR,medium_airport,Japura Airport,-0.352807999,102.3349991,62,ID-RI,Rengat-Sumatra Island,0,WIPR,RGT,,,,,250,2008-08-22T18:35:25+00:00
41361,ID-AAS,small_airport,Apalapsili Airport,-3.8832,139.3108,3100,ID-PA,Apalapsili,0,,AAS,APA,,https://en.wikipedia.org/wiki/Apalapsili_Airport,,50,2016-06-01T05:34:25+00:00
41389,WAPC,small_airport,Bandanaira Airport,-4.5214,129.9054,100,ID-MA,Banda-Naira Island,1,WAPC,NDA,,,https://en.wikipedia.org/wiki/Bandanaira_Airport,Banda-Naira,50,2016-01-04T16:33:43+00:00
3273,WI1B,small_airport,Batujajar Airport,-6.903860092,107.4759979,2500,ID-JB,Bandung-Java Island,0,WI1B,,WIIB,,,suparlan,50,2010-07-19T02:31:56+00:00
26854,WIPO,small_airport,Gatot Subrato Airport,-4.391769886,104.401001,450,ID-LA,Batu Raja-Sumatra Island,0,WIPO,,,,,,50,2008-08-22T18:35:21+00:00
41448,WASB,small_airport,Stenkol Airport,-2.1033,133.5164,57,ID-PB,Bintuni,0,WASB,NTI,,,,"ZKL, Steenkool",50,2013-12-19T00:49:34+00:00
30806,WRLC,small_airport,Bontang Airport,0.119691,117.474998,49,ID-KI,Bontang-Borneo Island,1,WALC,BXT,,,https://en.wikipedia.org/wiki/PT_Badak_Bontang_Airport,WRLC,50,2018-09-13T13:55:35+00:00
26825,WICD,small_airport,Penggung Airport,-6.756140232,108.5400009,89,ID-JB,Cirebon-Java Island,0,WICD,CBN,WIIC,,http://en.wikipedia.org/wiki/Penggung_Airport,"cakrabhuwana, cakrabuana",50,2012-08-30T22:57:30+00:00
41368,ID-DRH,small_airport,Dabra Airport,-3.2705,138.6132,208,ID-PA,Dabra-Papua Island,0,WAJC,DRH,,,,,50,2013-12-20T23:07:36+00:00
41369,ID-ELR,small_airport,Elelim Airport,-3.7826,139.3861,1490,ID-PA,Elelim-Papua Island,0,WAJN,ELR,,,,,50,2013-12-21T13:09:33+00:00
41420,WABT,small_airport,Enarotali Airport,-3.925899982,136.3769989,5807,ID-PA,Enarotali-Papua Island,0,WABT,EWI,,,,,50,2008-08-22T18:33:09+00:00
41417,WABL,small_airport,Illaga Airport,-3.97648,137.6225,7989,ID-PA,Illaga-Papua Island,0,WABL,ILA,,,,Ilaga PuncaK airport,50,2013-12-23T02:53:47+00:00
41380,ID-KWB,small_airport,Dewadaru Airport,-5.80091,110.47838,35,ID-JT,Karimunjawa-Karimunjawa Island,0,WARU,KWB,,,,"dewa daru,",50,2013-12-21T11:37:16+00:00
41372,ID-KBF,small_airport,Karubaga Airport,-3.684,138.479,5200,ID-PA,Karubaga-Papua Island,0,WABK,KBF,,,,,50,2013-12-29T10:30:02+00:00
41381,ID-LLN,small_airport,Kelila Airport,-3.75,138.6666718,9092,ID-PA,Kelila-Papua Island,0,,LLN,,,,,50,2008-08-22T18:32:40+00:00
41446,WAPQ,small_airport,Kisar Airport,-8.018489838,127.1969986,6,ID-NT,Kisar-Kisar Island,0,WAPQ,,,,,,50,2008-08-22T18:34:18+00:00
41394,ID-PUM,small_airport,Pomala Airport,-4.181089878,121.6179962,88,ID-SG,Kolaka,0,WAWP,PUM,,,,WAAP,50,2016-01-15T22:31:30+00:00
32655,WITG,small_airport,Lasikin Airport,2.410279989,96.32559967,19,ID-AC,Lubang-Simeulue Island,0,WITG,,,,,,50,2008-08-22T18:35:28+00:00
41459,WIKL,small_airport,Silampari Airport,-3.277750015,102.901001,371,ID-SS,Lubuk Linggau-Sumatra Island,0,WIKL,,LLG,http://hubud.dephub.go.id/?en+info_bandara+detail+100,http://id.wikipedia.org/wiki/Bandar_Udara_Silampari,,50,2012-11-23T09:29:22+00:00
26786,WARI,small_airport,Iswahyudi Airport,-7.615769863,111.4339981,361,ID-JI,Madiun-Java Island,0,WARI,,,,,WIAR,50,2008-08-22T18:34:21+00:00
41414,WAAT,small_airport,Makale Airport,-3.10935998,119.8560028,2711,ID-SN,Makale-Celebes Island,0,WAAT,,,,,,50,2011-10-07T01:04:11+00:00
26803,WAWM,small_airport,Andi Jemma Airport,-2.558039904,120.3239975,164,ID-SN,Masamba-Celebes Island,0,WAWM,MXB,,,,WAAM,50,2008-08-22T18:34:44+00:00
41424,WAJD,small_airport,Wakde Airport,-1.935289979,139.0200043,3,ID-PA,Masi Masi Island,0,WAJD,,,,,,50,2008-08-22T18:33:13+00:00
41415,WABD,small_airport,Moanamani Airport,-3.983402014,136.0832977,5204,ID-PA,Moanamani-Papua Island,0,WABD,ONI,,,,,50,2008-08-22T18:33:05+00:00
41468,WIPU,small_airport,Muko Muko Airport,-2.541860104,101.0879974,24,ID-JA,Muko Muko-Sumatra Island,0,WIPU,MPC,,,,,50,2008-08-22T18:35:26+00:00
41427,WAJM,small_airport,Mulia Airport,-3.7018,137.957,6527,ID-PA,Mulia-Papua Island,0,WABQ,LII,,,,WAJM,50,2015-02-21T22:51:14+00:00
41428,WAJO,small_airport,Oksibil Airport,-4.9071,140.6277,4315,ID-PA,Oksibil-Papua Island,1,WAJO,OKL,,,https://id.wikipedia.org/wiki/Bandar_Udara_Oksibil,Gunung Bintang,50,2015-09-11T07:49:27+00:00
26829,WIDE,small_airport,Pasir Pangaraan Airport,0.84543103,100.3700027,151,ID-RI,Pasir Pengarayan-Sumatra Island,0,WIDE,PPR,,,,,50,2008-08-22T18:35:00+00:00
31889,WITC,small_airport,Seunagan Airport,4.25,96.21700287,10,ID-AC,Peureumeue-Sumatra Island,0,WITC,MEQ,,,,,50,2008-08-22T18:35:28+00:00
3274,WI1C,small_airport,Rumpin Airport,-6.373219967,106.6220016,223,ID-JB,Rumpin-Java Island,0,WI1C,,WI1C,,,,50,2008-08-22T18:32:57+00:00
26798,WATG,small_airport,Frans Sales Lega Airport,-8.597009659,120.4769974,3510,ID-NT,Satar Tacik-Flores Island,1,WATG,RTG,,,http://en.wikipedia.org/wiki/Frans_Sales_Lega_Airport,"WRKG, Satar Tacik Airport",50,2015-05-16T10:21:39+00:00
41485,WRLL,closed,[Duplicate] Balikpapan Airport,-1.269928,116.891056,8,ID-KI,Seppingan-Borneo Island,0,WRLL,,,,,,50,2016-06-17T04:00:18+00:00
42251,WAPV,small_airport,"Wahai,Seram Island",-2.8114,129.484,558,ID-MA,Seram Island,0,WAPV,WBA,,,,WT56,50,2014-04-05T15:45:13+00:00
26841,WIMS,small_airport,Dr Ferdinand Lumban Tobing Airport,1.55594,98.888901,33,ID-SU,Sibolga-Sumatra Island,1,WIMS,FLZ,,,https://en.wikipedia.org/wiki/Ferdinand_Lumban_Tobing_Airport,Pinangsori Airport,50,2018-03-18T12:45:29+00:00
26840,WIMN,small_airport,Silangit Airport,2.25973,98.991898,4700,ID-SU,Siborong-Borong,1,WIMN,DTB,,http://silangit-airport.co.id/,https://en.wikipedia.org/wiki/Silangit_Airport,"Lake Toba, North Tapanuli",50,2016-05-27T23:02:47+00:00
41497,ID-0008,small_airport,Berau Airport,2.163500071,117.6869965,39,ID-KI,Sokan-Borneo Island,0,,,,,,,50,2015-02-15T03:48:27+00:00
26804,WAWS,small_airport,Soroako Airport,-2.531199932,121.3580017,1388,ID-SN,Soroako-Celebes Island,0,WAWS,SQR,,,,WAAS,50,2008-08-22T18:34:44+00:00
41491,WRSP,closed,Tanjung Perak Airport,-7.22,112.72,9,ID-JI,Surabaya-Java Island,0,,,,,,WRSP,50,2016-02-05T17:19:07+00:00
41437,WAKT,small_airport,Tanah Merah Airport,-6.099219799,140.2980042,57,ID-PA,Tanah Merah-Papua Island,0,WAKT,TMH,,,,,50,2008-08-22T18:33:26+00:00
26826,WICM,small_airport,Cibeureum Airport,-7.346600056,108.2460022,1148,ID-JB,Tasikmalaya-Java Island,0,WICM,TSY,,,,"WIAM, wiriadinata",50,2010-07-19T02:35:07+00:00
3276,WI1S,small_airport,Simpangtiga Redelong Airport,4.720880032,96.85119629,4636,ID-AC,Tingkeum-Sumatra Island,0,WI1S,,WI1S,,,,50,2008-08-22T18:32:57+00:00
41403,ID-TMY,small_airport,Tiom Airport,-3.9256,138.4555,6931,ID-PA,Tiom-Papua Island,0,,TMY,TMI,,,,50,2016-05-27T17:31:22+00:00
3270,WA44,small_airport,Maranggo Airport,-5.764570236,123.9169998,169,ID-SG,Waha-Tomea Island,0,WA44,TQQ,WA44,,https://id.wikipedia.org/wiki/Bandar_Udara_Maranggo,,50,2015-11-26T05:45:20+00:00
41453,WASW,small_airport,Wasior Airport,-2.721,134.5061,49,ID-PB,Wasior-Papua Island,0,WASW,WSR,,,,,50,2014-04-12T15:07:19+00:00
41412,WAAL,small_airport,Ponggaluku Airport,-4.31666708,122.4666672,43,ID-SG,Wawooru-Celebes Island,0,WAWL,,,,,WAAL,50,2016-01-17T14:37:39+00:00
38200,ID-0002,closed,Kamiri Airfield,-0.971503973,134.8090057,54,ID-PA,Kamiri-Numfoor Island,0,,,,,,,1,2013-12-20T21:07:19+00:00
38199,ID-0001,closed,Namber Airfield,-1.073349953,134.8309937,64,ID-PA,Namber-Numfoor Island,0,,,,,,,1,2013-12-20T21:12:56+00:00
46594,ID-0015,heliport,Discovery Helipad,-8.728055556,115.1661111,,ID-BA,,1,,,,,,,0,2010-12-24T16:54:03+00:00
310171,ID-0026,small_airport,Angguruk Airstrip,-4.2001,139.4329,4820,ID-PA,,0,,,ANG,,,,0,2013-12-14T18:13:30+00:00
46587,ID-0011,small_airport,Blimbingsari Airport,-8.31015,114.3401,112,ID-JI,Banyuwangi,1,WARB,BWX,BWI,,http://en.wikipedia.org/wiki/Blimbingsari_Airport,Sukojati,0,2018-04-04T01:32:04+00:00
310250,ID-0029,small_airport,Beoga Airport,-3.8165,137.4252,6238,ID-PA,Beoga,0,,,,,,,0,2013-12-18T00:07:24+00:00
310271,ID-0036,small_airport,Borme Airstrip,-4.3945,140.4361,3270,ID-PA,Borme,0,,,BOR,,,,0,2013-12-19T04:09:35+00:00
310351,ID-0058,small_airport,Hing Airstrip,-1.233,133.9478,6700,ID-PB,Hing,0,,,,,,WZ02,0,2013-12-23T00:46:31+00:00
310422,ID-0071,small_airport,Jila Airstrip,-4.24677,137.59563,4390,ID-PA,Jila,0,,,JIL,,,WZ20,0,2013-12-28T17:52:15+00:00
310427,ID-0073,small_airport,Kanggime Airstrip,-3.6657,138.3619,4990,ID-PA,Kanggime,0,,,KAN,,,WZ28,0,2013-12-28T19:10:56+00:00
310963,ID-0125,closed,Owi Airfield,-1.2455,136.2091,83,ID-PA,Owi Island,0,,,,,http://en.wikipedia.org/wiki/Owi_Airfield,,0,2014-02-09T12:01:41+00:00
46589,ID-0013,small_airport,Letkol Wisnu Airstrip,-8.140555556,114.6166667,66,ID-BA,Pemuteran,1,,,BIFA,,http://en.wikipedia.org/wiki/Lt.Col._Wisnu_Airfield,"Grokgak Airport, Buleleng Airport",0,2013-12-22T17:01:44+00:00
310904,ID-0121,small_airport,Pogapa Airstrip,-3.752,136.8457,6460,ID-PA,Pogapa,0,,,POG,,,WW68,0,2014-02-06T01:37:41+00:00
311019,ID-0133,small_airport,Sela Airstrip,-4.5508,139.7344,6545,ID-PA,Sela,0,,,SEL,,,WW93,0,2014-02-18T01:00:12+00:00
311151,NKD,small_airport,Sinak Airport,-3.822,137.8406,7334,ID-PA,Sinak,0,,NKD,SIN,,,WT10,0,2014-03-01T12:46:08+00:00
311290,ID-0154,small_airport,Testega Airstrip,-1.3781,133.5952,3750,ID-PB,Testega,0,,,TES,,,WT46,0,2014-03-15T18:12:37+00:00
26848,WIOP,medium_airport,Pangsuma Airport,0.835578024,112.9369965,297,ID-KB,Putussibau-Borneo Island,1,WIOP,PSU,,,http://en.wikipedia.org/wiki/Pangsuma_Airport,,800,2008-08-22T18:35:16+00:00
26846,WION,medium_airport,Ranai Airport,3.90871,108.388,7,ID-RI,Ranai-Natuna Besar Island,1,WION,NTX,,,https://en.wikipedia.org/wiki/Ranai_Airport,Natuna Airport,550,2018-09-16T04:26:12+00:00
35278,WRLP,small_airport,Long Apung Airport,1.704486,114.970297,627,ID-KU,Long Apung-Borneo Island,1,WALP,LPU,,,http://en.wikipedia.org/wiki/Long_Apung_Airport,WRLP,450,2016-01-12T23:54:36+00:00
35279,WRLB,small_airport,Long Bawan Airport,3.9028,115.6921,3165,ID-KU,Long Bawan-Borneo Island,1,WALB,LBW,,,http://en.wikipedia.org/wiki/Long_Bawan_Airport,"WRLB, Juvai Semaring Airport, Yuvai Semaring, Long Bawang",450,2016-01-14T15:37:47+00:00
35281,WRLF,small_airport,Nunukan Airport,4.133333333,117.6666667,30,ID-KU,Nunukan-Nunukan Island,1,WALF,NNX,,,http://en.wikipedia.org/wiki/Nunukan_Airport,,450,2016-01-12T23:49:23+00:00
26758,WALG,small_airport,Tanjung Harapan Airport,2.835833333,117.3736111,10,ID-KU,Tanjung Selor-Borneo Island,1,WALG,TJS,,,http://en.wikipedia.org/wiki/Tanjung_Harapan_Airport,,450,2016-01-13T00:32:06+00:00
41430,WAJS,small_airport,Senggeh Airport,-3.45,140.779,914,ID-PA,Senggeh,1,WAJS,SEH,,,,Senggi,350,2015-03-27T01:13:43+00:00
26793,WASO,medium_airport,Babo Airport,-2.532239914,133.4389954,10,ID-PB,Babo-Papua Island,0,WASO,BXB,,,,,250,2008-08-22T18:34:34+00:00
26772,WAMR,medium_airport,Pitu Airport,2.04598999,128.3249969,49,ID-MU,Gotalalamo-Morotai Island,0,WAMR,OTI,,,http://en.wikipedia.org/wiki/Pitu_Airport,,250,2012-08-31T00:54:40+00:00
26860,WITL,medium_airport,Lhok Sukon Airport,5.069509983,97.25920105,28,ID-AC,Lhok Sukon-Sumatra Island,0,WITL,LSX,,,,,250,2008-08-22T18:35:28+00:00
29639,ID-ZGP,medium_airport,Bilogai-Sugapa Airport,-3.73956,137.031998,7348,ID-PA,Sugapa-Papua Island,1,WABV,UGU,ZGP,,,"Zugapa, Bilorai, ZGP",250,2017-11-08T22:23:34+00:00
41434,WAKG,small_airport,Agats Airport,-5.541460037,138.1333313,17,ID-PA,Agats-Papua Island,0,WAKG,,,,,,50,2008-08-22T18:33:23+00:00
30623,WAPA,small_airport,Amahai Airport,-3.34800005,128.9259949,29,ID-MA,Amahai-Seram Island,0,WAPA,AHI,,,http://en.wikipedia.org/wiki/Amahai_Airport,,50,2012-08-31T01:11:26+00:00
41399,ID-RUF,small_airport,Yuruf Airport,-3.6333,140.958,1844,ID-PA,Amgotro,0,WAJE,RUF,,,,,50,2015-03-27T00:49:10+00:00
41362,ID-AGD,small_airport,Anggi Airport,-1.3858,133.8737,6644,ID-PB,Anggi-Papua Island,0,WASG,AGD,,,http://en.wikipedia.org/wiki/Anggi_Airport,,50,2013-12-14T17:57:01+00:00
41422,WAJA,small_airport,Arso Airport,-2.93333292,140.7833405,208,ID-PA,Arso-Papua Island,0,WAJA,ARJ,,,,,50,2008-08-22T18:33:11+00:00
41370,ID-EWE,small_airport,Ewer Airport,-5.494,138.083,27,ID-PA,Asmat,0,,EWE,,,,,50,2013-12-14T19:36:04+00:00
41363,ID-AKQ,small_airport,Gunung Batin Airport,-4.611139774,105.2320023,99,ID-LA,Astraksetra-Sumatra Island,0,,AKQ,,,,,50,2008-08-22T16:02:04+00:00
41475,WRKA,small_airport,Haliwen Airport,-9.073049545,124.9049988,1027,ID-NT,Atambua-Timor Island,1,WATA,ABU,,,http://en.wikipedia.org/wiki/Haliwen_Airport,WRKA,50,2014-01-11T18:26:47+00:00
32488,WAST,small_airport,Teminabuan Airport,-1.44472003,132.0209961,141,ID-PB,Atinjoe-Papua Island,0,WAST,TXM,,,,,50,2008-08-22T18:34:39+00:00
41365,ID-AYW,small_airport,Ayawasi Airport,-1.1593,132.4633,1560,ID-PB,Ayawasi-Papua Island,0,WASA,AYW,,,http://en.wikipedia.org/wiki/Ayawasi_Airport,,50,2014-01-11T00:04:04+00:00
41481,WRKR,small_airport,David Constantijn Saudale Airport,-10.7673,123.0747,470,ID-NT,Ba'a - Rote Island,0,WATR,RTI,,http://rti.otoritasbandara.info/,https://en.wikipedia.org/wiki/David_Constantijn_Saudale_Airport,"WRKR, Roti Airport, Lekunik Airport",50,2018-05-11T07:14:14+00:00
41433,WAKE,small_airport,Bade Airport,-7.714630127,139.5749969,59,ID-PA,Bade-Papua Island,0,WAKE,BXD,,,,,50,2008-08-22T18:33:22+00:00
42249,WATB,small_airport,Bajawa Soa Airport,-8.70743498,121.0574269,4326,ID-NT,Bajawa,0,WATB,BJW,,,http://en.wikipedia.org/wiki/Bajawa_Soa_Airport,,50,2012-11-22T09:45:06+00:00
41476,WRKB,small_airport,Pahdameleda Airport,-8.8131,120.9988,4317,ID-NT,Bajawa-Flores Island,0,WATB,,,,http://en.wikipedia.org/wiki/Pahdamaleda_Airport,"WRKB, Bajawa Airport, Bajawa Soa, Bandar Udara Soa",50,2017-05-02T06:25:11+00:00
41388,ID-NAF,small_airport,Banaina Airport,2.723050117,117.1259995,60,ID-KU,Banaina-Borneo Island,0,,NAF,,,,,50,2016-01-12T23:57:40+00:00
41455,WIAK,small_airport,Margahayu Airport,-6.98277998,107.572998,2184,ID-JB,Bandung-Java Island,0,WICK,,,,,"WIAK, Sulaiman",50,2014-01-25T13:44:39+00:00
41456,WIAP,small_airport,Banyumas Airport,-6.464849949,105.9690018,92,ID-BT,Banyumas-Java Island,0,WIAP,,,,,,50,2008-08-22T18:34:49+00:00
41367,ID-BXM,small_airport,Batom Airport,-4.166669846,140.8500061,576,ID-PA,Batom-Papua Island,0,WAJG,BXM,,,,,50,2014-06-29T22:30:32+00:00
26775,WAOC,small_airport,Batu Licin Airport,-3.412410021,115.9950027,3,ID-KS,Batu Licin-Borneo Island,0,WAOC,BTW,,,http://id.wikipedia.org/wiki/Bandar_Udara_Bersujud,WRBC,50,2010-07-17T10:41:04+00:00
26802,WAWB,small_airport,Betoambari Airport,-5.486879826,122.5690002,164,ID-SG,Bau Bau-Butung Island,0,WAWB,BUW,,,,WAAB,50,2008-08-22T18:34:44+00:00
32282,WIBS,small_airport,Sungai Pakning Bengkalis Airport,1.370000005,102.1399994,3,ID-RI,Bengkalis-Sumatra Island,0,WIBS,SEQ,,,,,50,2008-08-22T18:34:52+00:00
41465,WIOB,small_airport,Bengkayang Airport,0.833333015,109.4833298,294,ID-KB,Bengkayang-Borneo Island,0,WIOB,,,,,,50,2008-08-22T18:35:13+00:00
41470,WIPY,small_airport,Bentayan Airport,-2.434429884,104.0920029,40,ID-SS,Bentayan-Sumatra Island,0,WIPY,,,,,,50,2008-08-22T18:35:28+00:00
32626,WABU,small_airport,Biak Manuhua Airport,-1.173589945,136.0800018,33,ID-PA,Biak-Supiori Island,0,WABU,,,,,,50,2008-08-22T18:33:09+00:00
41366,ID-BJG,small_airport,Boalang Airport,-0.97289598,122.1449966,146,ID-ST,Boalang-Celebes Island,0,,BJG,,,,,50,2008-08-22T16:02:07+00:00
32632,WAPB,small_airport,Bula Airport,-3.109960079,130.5099945,10,ID-MA,Bula-Seram Island,0,WAPB,,,,,,50,2008-10-11T13:42:06+00:00
26765,WALV,small_airport,Bunyu Airport,3.455719948,117.8669968,118,ID-KU,Bunju Island,0,WALV,BYQ,WA1C,,http://id.wikipedia.org/wiki/Bandar_Udara_Bunyu,WRLV,50,2016-01-14T15:32:28+00:00
42267,WAOU,small_airport,"SANGGU Airport, Buntok",-1.66929996,114.8980026,23,ID-KT,Buntok,0,WAOU,,,,,,50,2008-12-19T20:12:17+00:00
41474,WRBU,small_airport,Buntok Airport,-1.732509971,114.8389969,59,ID-KT,Buntok-Borneo Island,0,WRBU,,,,,,50,2013-12-20T20:39:40+00:00
41405,WAMY,small_airport,Buol Airport,1.1027,121.4141,27,ID-ST,Buol-Celebes Island,1,WAMY,UOL,,,http://en.wikipedia.org/wiki/Buol_Airport,"Pogogul Airport, Pangtiku Airport",50,2013-12-19T15:20:36+00:00
41493,ID-0004,small_airport,Cilacap Wulung Airport,-7.720570087,109.0179977,24,ID-JT,Cilacap-Java Island,0,,,,,,,50,2014-09-23T04:55:49+00:00
30934,WAPD,small_airport,Rar Gwamar Airport,-5.772220135,134.2120056,61,ID-MA,Dobo-Warmar Island,0,WAPD,DOB,,,http://en.wikipedia.org/wiki/Dobo_Airport,,50,2014-04-06T11:03:56+00:00
3268,WA1B,small_airport,Aru Airport,-6.573420048,134.1470032,165,ID-MA,Fekfetal / Jerdera-Trangan Island,0,WA1B,,WA1B,,,,50,2008-08-22T18:32:48+00:00
31515,ID-GAV,small_airport,Gag Island Airport,-0.400555998,129.8950043,1,ID-PB,Gag Island,0,,GAV,,,,,50,2008-08-22T16:02:15+00:00
31540,WAMA,small_airport,Gamarmalamo Airport,1.83833003,127.7860031,180,ID-MU,Galela-Celebes Island,0,WAMA,GLX,,,,,50,2008-08-22T18:33:35+00:00
31523,WAMJ,small_airport,Gebe Airport,-0.078888997,129.4579926,125,ID-MU,Gebe Island,0,WAMJ,GEB,,,,,50,2008-08-22T18:33:46+00:00
32654,WIMH,small_airport,Helvetia Airport,3.683059931,98.64420319,49,ID-SU,Helvetia-Sumatra Island,0,WIMH,,,,,,50,2008-08-22T18:35:08+00:00
41451,WASI,small_airport,Inanwatan Airport,-2.128099918,132.1609955,9,ID-PB,Inanwatan Airport-Papua Island,0,WASI,INX,,,,,50,2008-08-22T18:34:29+00:00
41492,ID-0003,small_airport,Pulau Panjang Airport,-5.644444,106.5625,155,ID-JB,Jakarta,0,WIHG,PPJ,,,,"WIIG, Panjang Island",50,2016-01-17T08:40:26+00:00
41479,WRKM,small_airport,Kalabahi Airport,-8.216667175,124.5666656,33,ID-NT,Kalabahi-Alor Island,0,WRKM,,,,,,50,2008-08-22T18:35:40+00:00
32652,WIIK,small_airport,Kalijati Airport,-6.53139019,107.6589966,361,ID-JB,Kalijati-Java Island,0,WIHK,,,,,"WIIK, Suryadarma, Kalidjati, Karichagi, Kalijaga",50,2015-09-27T02:35:26+00:00
41373,ID-KBX,small_airport,Kambuaya Airport,-1.3169,132.2857,1422,ID-PB,Kambuaya-Papua Island,0,WASU,KBX,,,,Ayamaru,50,2013-12-27T01:54:03+00:00
41374,ID-KCD,small_airport,Kamur Airport,-6.1851,138.6372,25,ID-PA,Kamur-Papua Island,0,WAKM,KCD,,,,,50,2013-12-27T01:24:53+00:00
31720,WAMK,small_airport,Kao Airport,1.185279965,127.8960037,27,ID-MU,Kao-Celebes Island,0,WAMK,KAZ,,,,,50,2008-08-22T18:33:48+00:00
